每半小时时间,城市,区县,订单量,是否节假日,天气,GDP,常驻人口
2019/10/29 8:00,南京市,鼓楼区,3617,0,Clear,1600,90
2019/10/29 8:30,南京市,六合区,15749,0,Clear,500,60
2019/10/29 8:30,南京市,建邺区,4738,0,Clear,500,30
2019/10/29 8:30,南京市,栖霞区,8520,0,Clear,1000,80
2019/10/29 8:30,南京市,江宁区,26619,0,Clear,2100,130
2019/10/29 8:30,南京市,浦口区,17979,0,Clear,400,40
2019/10/29 8:30,南京市,溧水区,7748,0,Clear,400,50
2019/10/29 8:30,南京市,玄武区,3357,0,Clear,1200,60
2019/10/29 8:30,南京市,秦淮区,7598,0,Clear,800,50
2019/10/29 8:30,南京市,雨花台区,8382,0,Clear,500,40
2019/10/29 8:30,南京市,高淳区,21692,0,Clear,600,43
2019/10/29 8:30,南京市,鼓楼区,4147,0,Clear,1600,90
2019/10/29 9:00,南京市,六合区,12752,0,Clear,500,60
2019/10/29 9:00,南京市,建邺区,6313,0,Clear,500,30
2019/10/29 9:00,南京市,栖霞区,8372,0,Clear,1000,80
2019/10/29 9:00,南京市,江宁区,21687,0,Clear,2100,130
2019/10/29 9:00,南京市,浦口区,14063,0,Clear,400,40
2019/10/29 9:00,南京市,溧水区,7623,0,Clear,400,50
2019/10/29 9:00,南京市,玄武区,3538,0,Clear,1200,60
2019/10/29 9:00,南京市,秦淮区,7554,0,Clear,800,50
2019/10/29 9:00,南京市,雨花台区,7537,0,Clear,500,40
2019/10/29 9:00,南京市,高淳区,18664,0,Clear,600,43
2019/10/29 9:00,南京市,鼓楼区,3681,0,Clear,1600,90
2019/10/29 9:30,南京市,六合区,12622,0,Clear,500,60
2019/10/29 9:30,南京市,建邺区,5268,0,Clear,500,30
2019/10/29 9:30,南京市,栖霞区,8378,0,Clear,1000,80
2019/10/29 9:30,南京市,江宁区,23632,0,Clear,2100,130
2019/10/29 9:30,南京市,浦口区,13842,0,Clear,400,40
2019/10/29 9:30,南京市,溧水区,6895,0,Clear,400,50
2019/10/29 9:30,南京市,玄武区,3323,0,Clear,1200,60
2019/10/29 9:30,南京市,秦淮区,8287,0,Clear,800,50
2019/10/29 9:30,南京市,雨花台区,7966,0,Clear,500,40
2019/10/29 9:30,南京市,高淳区,16253,0,Clear,600,43
2019/10/29 9:30,南京市,鼓楼区,3702,0,Clear,1600,90
2019/10/29 10:00,南京市,六合区,12071,0,Clear,500,60
2019/10/29 10:00,南京市,建邺区,5044,0,Clear,500,30
2019/10/29 10:00,南京市,栖霞区,7251,0,Clear,1000,80
2019/10/29 10:00,南京市,江宁区,21851,0,Clear,2100,130
2019/10/29 10:00,南京市,浦口区,13092,0,Clear,400,40
2019/10/29 10:00,南京市,溧水区,6553,0,Clear,400,50
2019/10/29 10:00,南京市,玄武区,3124,0,Clear,1200,60
2019/10/29 10:00,南京市,秦淮区,7320,0,Clear,800,50
2019/10/29 10:00,南京市,雨花台区,7098,0,Clear,500,40
2019/10/29 10:00,南京市,高淳区,16468,0,Clear,600,43
2019/10/29 10:00,南京市,鼓楼区,3777,0,Clear,1600,90
2019/10/29 10:30,南京市,六合区,11806,0,Clear,500,60
2019/10/29 10:30,南京市,建邺区,4842,0,Clear,500,30
2019/10/29 10:30,南京市,栖霞区,7562,0,Clear,1000,80
2019/10/29 10:30,南京市,江宁区,22092,0,Clear,2100,130
2019/10/29 10:30,南京市,浦口区,13532,0,Clear,400,40
2019/10/29 10:30,南京市,溧水区,5538,0,Clear,400,50
2019/10/29 10:30,南京市,玄武区,3270,0,Clear,1200,60
2019/10/29 10:30,南京市,秦淮区,8046,0,Clear,800,50
2019/10/29 10:30,南京市,雨花台区,7333,0,Clear,500,40
2019/10/29 10:30,南京市,高淳区,15164,0,Clear,600,43
2019/10/29 10:30,南京市,鼓楼区,4072,0,Clear,1600,90
2019/10/29 11:00,南京市,六合区,8897,0,Clear,500,60
2019/10/29 11:00,南京市,建邺区,3176,0,Clear,500,30
2019/10/29 11:00,南京市,栖霞区,5760,0,Clear,1000,80
2019/10/29 11:00,南京市,江宁区,15658,0,Clear,2100,130
2019/10/29 11:00,南京市,浦口区,10594,0,Clear,400,40
2019/10/29 11:00,南京市,溧水区,4759,0,Clear,400,50
2019/10/29 11:00,南京市,玄武区,2301,0,Clear,1200,60
2019/10/29 11:00,南京市,秦淮区,5773,0,Clear,800,50
2019/10/29 11:00,南京市,雨花台区,4979,0,Clear,500,40
2019/10/29 11:00,南京市,高淳区,12393,0,Clear,600,43
2019/10/29 11:00,南京市,鼓楼区,3071,0,Clear,1600,90
2019/10/29 11:30,南京市,六合区,9866,0,Clear,500,60
2019/10/29 11:30,南京市,建邺区,4156,0,Clear,500,30
2019/10/29 11:30,南京市,栖霞区,5696,0,Clear,1000,80
2019/10/29 11:30,南京市,江宁区,15509,0,Clear,2100,130
2019/10/29 11:30,南京市,浦口区,9995,0,Clear,400,40
2019/10/29 11:30,南京市,溧水区,3997,0,Clear,400,50
2019/10/29 11:30,南京市,玄武区,2605,0,Clear,1200,60
2019/10/29 11:30,南京市,秦淮区,5336,0,Clear,800,50
2019/10/29 11:30,南京市,雨花台区,4764,0,Clear,500,40
2019/10/29 11:30,南京市,高淳区,10793,0,Clear,600,43
2019/10/29 11:30,南京市,鼓楼区,2925,0,Clear,1600,90
2019/10/29 12:00,南京市,六合区,10094,0,Clear,500,60
2019/10/29 12:00,南京市,建邺区,6268,0,Clear,500,30
2019/10/29 12:00,南京市,栖霞区,5997,0,Clear,1000,80
2019/10/29 12:00,南京市,江宁区,16209,0,Clear,2100,130
2019/10/29 12:00,南京市,浦口区,10675,0,Clear,400,40
2019/10/29 12:00,南京市,溧水区,4536,0,Clear,400,50
2019/10/29 12:00,南京市,玄武区,2415,0,Clear,1200,60
2019/10/29 12:00,南京市,秦淮区,5783,0,Clear,800,50
2019/10/29 12:00,南京市,雨花台区,6374,0,Clear,500,40
2019/10/29 12:00,南京市,高淳区,11335,0,Clear,600,43
2019/10/29 12:00,南京市,鼓楼区,2809,0,Clear,1600,90
2019/10/29 12:30,南京市,六合区,9090,0,Clear,500,60
2019/10/29 12:30,南京市,建邺区,5701,0,Clear,500,30
2019/10/29 12:30,南京市,栖霞区,7182,0,Clear,1000,80
2019/10/29 12:30,南京市,江宁区,15535,0,Clear,2100,130
2019/10/29 12:30,南京市,浦口区,10457,0,Clear,400,40
2019/10/29 12:30,南京市,溧水区,4968,0,Clear,400,50
2019/10/29 12:30,南京市,玄武区,2302,0,Clear,1200,60
2019/10/29 12:30,南京市,秦淮区,5155,0,Clear,800,50
2019/10/29 12:30,南京市,雨花台区,6403,0,Clear,500,40
2019/10/29 12:30,南京市,高淳区,11858,0,Clear,600,43
2019/10/29 12:30,南京市,鼓楼区,3373,0,Clear,1600,90
2019/10/29 13:00,南京市,六合区,12062,0,Clear,500,60
2019/10/29 13:00,南京市,建邺区,6356,0,Clear,500,30
2019/10/29 13:00,南京市,栖霞区,8291,0,Clear,1000,80
2019/10/29 13:00,南京市,江宁区,20914,0,Clear,2100,130
2019/10/29 13:00,南京市,浦口区,16240,0,Clear,400,40
2019/10/29 13:00,南京市,溧水区,8085,0,Clear,400,50
2019/10/29 13:00,南京市,玄武区,3329,0,Clear,1200,60
2019/10/29 13:00,南京市,秦淮区,7870,0,Clear,800,50
2019/10/29 13:00,南京市,雨花台区,8133,0,Clear,500,40
2019/10/29 13:00,南京市,高淳区,16157,0,Clear,600,43
2019/10/29 13:00,南京市,鼓楼区,4003,0,Clear,1600,90
2019/10/29 13:30,南京市,六合区,12303,0,Clear,500,60
2019/10/29 13:30,南京市,建邺区,7102,0,Clear,500,30
2019/10/29 13:30,南京市,栖霞区,9790,0,Clear,1000,80
2019/10/29 13:30,南京市,江宁区,21226,0,Clear,2100,130
2019/10/29 13:30,南京市,浦口区,14834,0,Clear,400,40
2019/10/29 13:30,南京市,溧水区,7876,0,Clear,400,50
2019/10/29 13:30,南京市,玄武区,3353,0,Clear,1200,60
2019/10/29 13:30,南京市,秦淮区,9775,0,Clear,800,50
2019/10/29 13:30,南京市,雨花台区,8788,0,Clear,500,40
2019/10/29 13:30,南京市,高淳区,15805,0,Clear,600,43
2019/10/29 13:30,南京市,鼓楼区,4338,0,Clear,1600,90
2019/10/29 14:00,南京市,六合区,11636,0,Clear,500,60
2019/10/29 14:00,南京市,建邺区,6860,0,Clear,500,30
2019/10/29 14:00,南京市,栖霞区,10129,0,Clear,1000,80
2019/10/29 14:00,南京市,江宁区,21477,0,Clear,2100,130
2019/10/29 14:00,南京市,浦口区,15533,0,Clear,400,40
2019/10/29 14:00,南京市,溧水区,6920,0,Clear,400,50
2019/10/29 14:00,南京市,玄武区,3853,0,Clear,1200,60
2019/10/29 14:00,南京市,秦淮区,10498,0,Clear,800,50
2019/10/29 14:00,南京市,雨花台区,9135,0,Clear,500,40
2019/10/29 14:00,南京市,高淳区,16711,0,Clear,600,43
2019/10/29 14:00,南京市,鼓楼区,4969,0,Clear,1600,90
2019/10/29 14:30,南京市,六合区,12510,0,Clear,500,60
2019/10/29 14:30,南京市,建邺区,6881,0,Clear,500,30
2019/10/29 14:30,南京市,栖霞区,9867,0,Clear,1000,80
2019/10/29 14:30,南京市,江宁区,20077,0,Clear,2100,130
2019/10/29 14:30,南京市,浦口区,14264,0,Clear,400,40
2019/10/29 14:30,南京市,溧水区,7025,0,Clear,400,50
2019/10/29 14:30,南京市,玄武区,3658,0,Clear,1200,60
2019/10/29 14:30,南京市,秦淮区,9105,0,Clear,800,50
2019/10/29 14:30,南京市,雨花台区,8014,0,Clear,500,40
2019/10/29 14:30,南京市,高淳区,18491,0,Clear,600,43
2019/10/29 14:30,南京市,鼓楼区,4176,0,Clear,1600,90
2019/10/29 15:00,南京市,六合区,13061,0,Clear,500,60
2019/10/29 15:00,南京市,建邺区,5471,0,Clear,500,30
2019/10/29 15:00,南京市,栖霞区,8136,0,Clear,1000,80
2019/10/29 15:00,南京市,江宁区,18894,0,Clear,2100,130
2019/10/29 15:00,南京市,浦口区,13299,0,Clear,400,40
2019/10/29 15:00,南京市,溧水区,7028,0,Clear,400,50
2019/10/29 15:00,南京市,玄武区,3447,0,Clear,1200,60
2019/10/29 15:00,南京市,秦淮区,7882,0,Clear,800,50
2019/10/29 15:00,南京市,雨花台区,7153,0,Clear,500,40
2019/10/29 15:00,南京市,高淳区,18788,0,Clear,600,43
2019/10/29 15:00,南京市,鼓楼区,3484,0,Clear,1600,90
2019/10/29 15:30,南京市,六合区,11690,0,Clear,500,60
2019/10/29 15:30,南京市,建邺区,3846,0,Clear,500,30
2019/10/29 15:30,南京市,栖霞区,7714,0,Clear,1000,80
2019/10/29 15:30,南京市,江宁区,19671,0,Clear,2100,130
2019/10/29 15:30,南京市,浦口区,11557,0,Clear,400,40
2019/10/29 15:30,南京市,溧水区,5789,0,Clear,400,50
2019/10/29 15:30,南京市,玄武区,3395,0,Clear,1200,60
2019/10/29 15:30,南京市,秦淮区,7421,0,Clear,800,50
2019/10/29 15:30,南京市,雨花台区,7003,0,Clear,500,40
2019/10/29 15:30,南京市,高淳区,16108,0,Clear,600,43
2019/10/29 15:30,南京市,鼓楼区,3911,0,Clear,1600,90
2019/10/29 16:00,南京市,六合区,10667,0,Clear,500,60
2019/10/29 16:00,南京市,建邺区,3533,0,Clear,500,30
2019/10/29 16:00,南京市,栖霞区,6908,0,Clear,1000,80
2019/10/29 16:00,南京市,江宁区,18726,0,Clear,2100,130
2019/10/29 16:00,南京市,浦口区,12333,0,Clear,400,40
2019/10/29 16:00,南京市,溧水区,5998,0,Clear,400,50
2019/10/29 16:00,南京市,玄武区,2856,0,Clear,1200,60
2019/10/29 16:00,南京市,秦淮区,6995,0,Clear,800,50
2019/10/29 16:00,南京市,雨花台区,6306,0,Clear,500,40
2019/10/29 16:00,南京市,高淳区,15701,0,Clear,600,43
2019/10/29 16:00,南京市,鼓楼区,3226,0,Clear,1600,90
2019/10/29 16:30,南京市,六合区,12913,0,Clear,500,60
2019/10/29 16:30,南京市,建邺区,3237,0,Clear,500,30
2019/10/29 16:30,南京市,栖霞区,7012,0,Clear,1000,80
2019/10/29 16:30,南京市,江宁区,18927,0,Clear,2100,130
2019/10/29 16:30,南京市,浦口区,11780,0,Clear,400,40
2019/10/29 16:30,南京市,溧水区,5454,0,Clear,400,50
2019/10/29 16:30,南京市,玄武区,2910,0,Clear,1200,60
2019/10/29 16:30,南京市,秦淮区,5892,0,Clear,800,50
2019/10/29 16:30,南京市,雨花台区,5396,0,Clear,500,40
2019/10/29 16:30,南京市,高淳区,15418,0,Clear,600,43
2019/10/29 16:30,南京市,鼓楼区,3466,0,Clear,1600,90
2019/10/29 17:00,南京市,六合区,15822,0,Clear,500,60
2019/10/29 17:00,南京市,建邺区,3582,0,Clear,500,30
2019/10/29 17:00,南京市,栖霞区,8766,0,Clear,1000,80
2019/10/29 17:00,南京市,江宁区,24313,0,Clear,2100,130
2019/10/29 17:00,南京市,浦口区,16360,0,Clear,400,40
2019/10/29 17:00,南京市,溧水区,7493,0,Clear,400,50
2019/10/29 17:00,南京市,玄武区,3677,0,Clear,1200,60
2019/10/29 17:00,南京市,秦淮区,5939,0,Clear,800,50
2019/10/29 17:00,南京市,雨花台区,6412,0,Clear,500,40
2019/10/29 17:00,南京市,高淳区,20387,0,Clear,600,43
2019/10/29 17:00,南京市,鼓楼区,4889,0,Clear,1600,90
2019/10/29 17:30,南京市,六合区,17370,0,Clear,500,60
2019/10/29 17:30,南京市,建邺区,3239,0,Clear,500,30
2019/10/29 17:30,南京市,栖霞区,9337,0,Clear,1000,80
2019/10/29 17:30,南京市,江宁区,26864,0,Clear,2100,130
2019/10/29 17:30,南京市,浦口区,16245,0,Clear,400,40
2019/10/29 17:30,南京市,溧水区,8194,0,Clear,400,50
2019/10/29 17:30,南京市,玄武区,3499,0,Clear,1200,60
2019/10/29 17:30,南京市,秦淮区,6351,0,Clear,800,50
2019/10/29 17:30,南京市,雨花台区,7437,0,Clear,500,40
2019/10/29 17:30,南京市,高淳区,21284,0,Clear,600,43
2019/10/29 17:30,南京市,鼓楼区,4556,0,Clear,1600,90
2019/10/29 18:00,南京市,六合区,16333,0,Clear,500,60
2019/10/29 18:00,南京市,建邺区,3650,0,Clear,500,30
2019/10/29 18:00,南京市,栖霞区,8869,0,Clear,1000,80
2019/10/29 18:00,南京市,江宁区,23581,0,Clear,2100,130
2019/10/29 18:00,南京市,浦口区,14270,0,Clear,400,40
2019/10/29 18:00,南京市,溧水区,7259,0,Clear,400,50
2019/10/29 18:00,南京市,玄武区,3488,0,Clear,1200,60
2019/10/29 18:00,南京市,秦淮区,5600,0,Clear,800,50
2019/10/29 18:00,南京市,雨花台区,6620,0,Clear,500,40
2019/10/29 18:00,南京市,高淳区,11100,0,Clear,600,43
2019/10/29 18:00,南京市,鼓楼区,4115,0,Clear,1600,90
2019/10/29 18:30,南京市,六合区,16160,0,Clear,500,60
2019/10/29 18:30,南京市,建邺区,3889,0,Clear,500,30
2019/10/29 18:30,南京市,栖霞区,7576,0,Clear,1000,80
2019/10/29 18:30,南京市,江宁区,22344,0,Clear,2100,130
2019/10/29 18:30,南京市,浦口区,14518,0,Clear,400,40
2019/10/29 18:30,南京市,溧水区,6854,0,Clear,400,50
2019/10/29 18:30,南京市,玄武区,3358,0,Clear,1200,60
2019/10/29 18:30,南京市,秦淮区,6329,0,Clear,800,50
2019/10/29 18:30,南京市,雨花台区,6875,0,Clear,500,40
2019/10/29 18:30,南京市,高淳区,3838,0,Clear,600,43
2019/10/29 18:30,南京市,鼓楼区,3906,0,Clear,1600,90
2019/10/29 19:00,南京市,六合区,11351,0,Clear,500,60
2019/10/29 19:00,南京市,建邺区,3438,0,Clear,500,30
2019/10/29 19:00,南京市,栖霞区,6475,0,Clear,1000,80
2019/10/29 19:00,南京市,江宁区,16033,0,Clear,2100,130
2019/10/29 19:00,南京市,浦口区,9113,0,Clear,400,40
2019/10/29 19:00,南京市,溧水区,4311,0,Clear,400,50
2019/10/29 19:00,南京市,玄武区,2698,0,Clear,1200,60
2019/10/29 19:00,南京市,秦淮区,4710,0,Clear,800,50
2019/10/29 19:00,南京市,雨花台区,5567,0,Clear,500,40
2019/10/29 19:00,南京市,高淳区,1916,0,Clear,600,43
2019/10/29 19:00,南京市,鼓楼区,3593,0,Clear,1600,90
2019/10/29 19:30,南京市,六合区,11959,0,Clear,500,60
2019/10/29 19:30,南京市,建邺区,2971,0,Clear,500,30
2019/10/29 19:30,南京市,栖霞区,5811,0,Clear,1000,80
2019/10/29 19:30,南京市,江宁区,15927,0,Clear,2100,130
2019/10/29 19:30,南京市,浦口区,10284,0,Clear,400,40
2019/10/29 19:30,南京市,溧水区,3595,0,Clear,400,50
2019/10/29 19:30,南京市,玄武区,2273,0,Clear,1200,60
2019/10/29 19:30,南京市,秦淮区,3672,0,Clear,800,50
2019/10/29 19:30,南京市,雨花台区,4860,0,Clear,500,40
2019/10/29 19:30,南京市,高淳区,1810,0,Clear,600,43
2019/10/29 19:30,南京市,鼓楼区,3173,0,Clear,1600,90
2019/10/29 20:00,南京市,六合区,11983,0,Clear,500,60
2019/10/29 20:00,南京市,建邺区,2736,0,Clear,500,30
2019/10/29 20:00,南京市,栖霞区,5305,0,Clear,1000,80
2019/10/29 20:00,南京市,江宁区,14017,0,Clear,2100,130
2019/10/29 20:00,南京市,浦口区,9399,0,Clear,400,40
2019/10/29 20:00,南京市,溧水区,4040,0,Clear,400,50
2019/10/29 20:00,南京市,玄武区,2010,0,Clear,1200,60
2019/10/29 20:00,南京市,秦淮区,3636,0,Clear,800,50
2019/10/29 20:00,南京市,雨花台区,4618,0,Clear,500,40
2019/10/29 20:00,南京市,高淳区,1851,0,Clear,600,43
2019/10/29 20:00,南京市,鼓楼区,3108,0,Clear,1600,90
2019/10/29 20:30,南京市,六合区,11157,0,Clear,500,60
2019/10/29 20:30,南京市,建邺区,2777,0,Clear,500,30
2019/10/29 20:30,南京市,栖霞区,5550,0,Clear,1000,80
2019/10/29 20:30,南京市,江宁区,13972,0,Clear,2100,130
2019/10/29 20:30,南京市,浦口区,8712,0,Clear,400,40
2019/10/29 20:30,南京市,溧水区,4059,0,Clear,400,50
2019/10/29 20:30,南京市,玄武区,2314,0,Clear,1200,60
2019/10/29 20:30,南京市,秦淮区,4039,0,Clear,800,50
2019/10/29 20:30,南京市,雨花台区,4711,0,Clear,500,40
2019/10/29 20:30,南京市,高淳区,2120,0,Clear,600,43
2019/10/29 20:30,南京市,鼓楼区,2997,0,Clear,1600,90
2019/10/29 21:00,南京市,六合区,9641,0,Clear,500,60
2019/10/29 21:00,南京市,建邺区,2446,0,Clear,500,30
2019/10/29 21:00,南京市,栖霞区,5820,0,Clear,1000,80
2019/10/29 21:00,南京市,江宁区,13786,0,Clear,2100,130
2019/10/29 21:00,南京市,浦口区,8418,0,Clear,400,40
2019/10/29 21:00,南京市,溧水区,3821,0,Clear,400,50
2019/10/29 21:00,南京市,玄武区,2047,0,Clear,1200,60
2019/10/29 21:00,南京市,秦淮区,3796,0,Clear,800,50
2019/10/29 21:00,南京市,雨花台区,5055,0,Clear,500,40
2019/10/29 21:00,南京市,高淳区,2582,0,Clear,600,43
2019/10/29 21:00,南京市,鼓楼区,2378,0,Clear,1600,90
2019/10/29 21:30,南京市,六合区,9868,0,Clear,500,60
2019/10/29 21:30,南京市,建邺区,2300,0,Clear,500,30
2019/10/29 21:30,南京市,栖霞区,4889,0,Clear,1000,80
2019/10/29 21:30,南京市,江宁区,13417,0,Clear,2100,130
2019/10/29 21:30,南京市,浦口区,6056,0,Clear,400,40
2019/10/29 21:30,南京市,溧水区,4085,0,Clear,400,50
2019/10/29 21:30,南京市,玄武区,1962,0,Clear,1200,60
2019/10/29 21:30,南京市,秦淮区,3478,0,Clear,800,50
2019/10/29 21:30,南京市,雨花台区,4104,0,Clear,500,40
2019/10/29 21:30,南京市,高淳区,1812,0,Clear,600,43
2019/10/29 21:30,南京市,鼓楼区,2107,0,Clear,1600,90
2019/10/29 22:00,南京市,六合区,8791,0,Clear,500,60
2019/10/29 22:00,南京市,建邺区,1963,0,Clear,500,30
2019/10/29 22:00,南京市,栖霞区,5113,0,Clear,1000,80
2019/10/29 22:00,南京市,江宁区,11050,0,Clear,2100,130
2019/10/29 22:00,南京市,浦口区,6318,0,Clear,400,40
2019/10/29 22:00,南京市,溧水区,3760,0,Clear,400,50
2019/10/29 22:00,南京市,玄武区,1758,0,Clear,1200,60
2019/10/29 22:00,南京市,秦淮区,3192,0,Clear,800,50
2019/10/29 22:00,南京市,雨花台区,3916,0,Clear,500,40
2019/10/29 22:00,南京市,高淳区,1591,0,Clear,600,43
2019/10/29 22:00,南京市,鼓楼区,2028,0,Clear,1600,90
2019/10/29 22:30,南京市,六合区,7870,0,Clear,500,60
2019/10/29 22:30,南京市,建邺区,2213,0,Clear,500,30
2019/10/29 22:30,南京市,栖霞区,4325,0,Clear,1000,80
2019/10/29 22:30,南京市,江宁区,11175,0,Clear,2100,130
2019/10/29 22:30,南京市,浦口区,6587,0,Clear,400,40
2019/10/29 22:30,南京市,溧水区,3624,0,Clear,400,50
2019/10/29 22:30,南京市,玄武区,1792,0,Clear,1200,60
2019/10/29 22:30,南京市,秦淮区,2654,0,Clear,800,50
2019/10/29 22:30,南京市,雨花台区,3562,0,Clear,500,40
2019/10/29 22:30,南京市,高淳区,1385,0,Clear,600,43
2019/10/29 22:30,南京市,鼓楼区,2072,0,Clear,1600,90
2019/10/29 23:00,南京市,六合区,7404,0,Clear,500,60
2019/10/29 23:00,南京市,建邺区,2229,0,Clear,500,30
2019/10/29 23:00,南京市,栖霞区,3980,0,Clear,1000,80
2019/10/29 23:00,南京市,江宁区,10595,0,Clear,2100,130
2019/10/29 23:00,南京市,浦口区,6206,0,Clear,400,40
2019/10/29 23:00,南京市,溧水区,3844,0,Clear,400,50
2019/10/29 23:00,南京市,玄武区,1490,0,Clear,1200,60
2019/10/29 23:00,南京市,秦淮区,3007,0,Clear,800,50
2019/10/29 23:00,南京市,雨花台区,3295,0,Clear,500,40
2019/10/29 23:00,南京市,高淳区,1218,0,Clear,600,43
2019/10/29 23:00,南京市,鼓楼区,1850,0,Clear,1600,90
2019/10/29 23:30,南京市,六合区,6577,0,Clear,500,60
2019/10/29 23:30,南京市,建邺区,1782,0,Clear,500,30
2019/10/29 23:30,南京市,栖霞区,3456,0,Clear,1000,80
2019/10/29 23:30,南京市,江宁区,10123,0,Clear,2100,130
2019/10/29 23:30,南京市,浦口区,5814,0,Clear,400,40
2019/10/29 23:30,南京市,溧水区,3705,0,Clear,400,50
2019/10/29 23:30,南京市,玄武区,1478,0,Clear,1200,60
2019/10/29 23:30,南京市,秦淮区,2665,0,Clear,800,50
2019/10/29 23:30,南京市,雨花台区,3021,0,Clear,500,40
2019/10/29 23:30,南京市,高淳区,1018,0,Clear,600,43
2019/10/29 23:30,南京市,鼓楼区,1901,0,Clear,1600,90
2019/10/30 0:00,南京市,六合区,6752,0,Clear,500,60
2019/10/30 0:00,南京市,建邺区,1752,0,Clear,500,30
2019/10/30 0:00,南京市,栖霞区,3217,0,Clear,1000,80
2019/10/30 0:00,南京市,江宁区,8488,0,Clear,2100,130
2019/10/30 0:00,南京市,浦口区,7585,0,Clear,400,40
2019/10/30 0:00,南京市,溧水区,3189,0,Clear,400,50
2019/10/30 0:00,南京市,玄武区,1384,0,Clear,1200,60
2019/10/30 0:00,南京市,秦淮区,3011,0,Clear,800,50
2019/10/30 0:00,南京市,雨花台区,2643,0,Clear,500,40
2019/10/30 0:00,南京市,高淳区,999,0,Clear,600,43
2019/10/30 0:00,南京市,鼓楼区,1824,0,Clear,1600,90
2019/10/30 0:30,南京市,六合区,6279,0,Clear,500,60
2019/10/30 0:30,南京市,建邺区,1462,0,Clear,500,30
2019/10/30 0:30,南京市,栖霞区,2654,0,Clear,1000,80
2019/10/30 0:30,南京市,江宁区,9895,0,Clear,2100,130
2019/10/30 0:30,南京市,浦口区,7522,0,Clear,400,40
2019/10/30 0:30,南京市,溧水区,3327,0,Clear,400,50
2019/10/30 0:30,南京市,玄武区,1702,0,Clear,1200,60
2019/10/30 0:30,南京市,秦淮区,3026,0,Clear,800,50
2019/10/30 0:30,南京市,雨花台区,2921,0,Clear,500,40
2019/10/30 0:30,南京市,高淳区,939,0,Clear,600,43
2019/10/30 0:30,南京市,鼓楼区,1354,0,Clear,1600,90
2019/10/30 1:00,南京市,六合区,6260,0,Clear,500,60
2019/10/30 1:00,南京市,建邺区,1320,0,Clear,500,30
2019/10/30 1:00,南京市,栖霞区,2444,0,Clear,1000,80
2019/10/30 1:00,南京市,江宁区,7918,0,Clear,2100,130
2019/10/30 1:00,南京市,浦口区,6714,0,Clear,400,40
2019/10/30 1:00,南京市,溧水区,3468,0,Clear,400,50
2019/10/30 1:00,南京市,玄武区,1608,0,Clear,1200,60
2019/10/30 1:00,南京市,秦淮区,3010,0,Clear,800,50
2019/10/30 1:00,南京市,雨花台区,2124,0,Clear,500,40
2019/10/30 1:00,南京市,高淳区,680,0,Clear,600,43
2019/10/30 1:00,南京市,鼓楼区,1468,0,Clear,1600,90
2019/10/30 1:30,南京市,六合区,6076,0,Clear,500,60
2019/10/30 1:30,南京市,建邺区,1310,0,Clear,500,30
2019/10/30 1:30,南京市,栖霞区,2729,0,Clear,1000,80
2019/10/30 1:30,南京市,江宁区,7462,0,Clear,2100,130
2019/10/30 1:30,南京市,浦口区,6524,0,Clear,400,40
2019/10/30 1:30,南京市,溧水区,3299,0,Clear,400,50
2019/10/30 1:30,南京市,玄武区,1377,0,Clear,1200,60
2019/10/30 1:30,南京市,秦淮区,2267,0,Clear,800,50
2019/10/30 1:30,南京市,雨花台区,2247,0,Clear,500,40
2019/10/30 1:30,南京市,高淳区,571,0,Clear,600,43
2019/10/30 1:30,南京市,鼓楼区,1961,0,Clear,1600,90
2019/10/30 2:00,南京市,六合区,4969,0,Clear,500,60
2019/10/30 2:00,南京市,建邺区,1213,0,Clear,500,30
2019/10/30 2:00,南京市,栖霞区,2717,0,Clear,1000,80
2019/10/30 2:00,南京市,江宁区,7555,0,Clear,2100,130
2019/10/30 2:00,南京市,浦口区,6123,0,Clear,400,40
2019/10/30 2:00,南京市,溧水区,3200,0,Clear,400,50
2019/10/30 2:00,南京市,玄武区,1138,0,Clear,1200,60
2019/10/30 2:00,南京市,秦淮区,1798,0,Clear,800,50
2019/10/30 2:00,南京市,雨花台区,1973,0,Clear,500,40
2019/10/30 2:00,南京市,高淳区,490,0,Clear,600,43
2019/10/30 2:00,南京市,鼓楼区,1426,0,Clear,1600,90
2019/10/30 2:30,南京市,六合区,5573,0,Clear,500,60
2019/10/30 2:30,南京市,建邺区,1506,0,Clear,500,30
2019/10/30 2:30,南京市,栖霞区,2128,0,Clear,1000,80
2019/10/30 2:30,南京市,江宁区,7981,0,Clear,2100,130
2019/10/30 2:30,南京市,浦口区,6015,0,Clear,400,40
2019/10/30 2:30,南京市,溧水区,3147,0,Clear,400,50
2019/10/30 2:30,南京市,玄武区,774,0,Clear,1200,60
2019/10/30 2:30,南京市,秦淮区,2455,0,Clear,800,50
2019/10/30 2:30,南京市,雨花台区,2016,0,Clear,500,40
2019/10/30 2:30,南京市,高淳区,608,0,Clear,600,43
2019/10/30 2:30,南京市,鼓楼区,1403,0,Clear,1600,90
2019/10/30 3:00,南京市,六合区,5217,0,Clear,500,60
2019/10/30 3:00,南京市,建邺区,2558,0,Clear,500,30
2019/10/30 3:00,南京市,栖霞区,2454,0,Clear,1000,80
2019/10/30 3:00,南京市,江宁区,7288,0,Clear,2100,130
2019/10/30 3:00,南京市,浦口区,6250,0,Clear,400,40
2019/10/30 3:00,南京市,溧水区,2968,0,Clear,400,50
